bulan;titik_lokasi;kecamatan;wilayah;panjang/luas;satuan_panjang/luas;tanggal;volume_sampah_perhari(m3)
1;Kali / Sungai Sentiong - Ruas Dewi Sri;Johar Baru;Jakarta Pusat;464.0;m;1;4.0
1;Kali / Sungai Sentiong - Ruas Abapon;Johar Baru;Jakarta Pusat;464.0;m;1;4.0
1;Kali / Sungai Sentiong - JL Tanah Tinggi;Johar Baru;Jakarta Pusat;464.0;m;1;4.0
1;Kali / Sungai Sentiong Jl.Galur - Pombensin;Johar Baru;Jakarta Pusat;606.0;m;1;4.0
1;Kali / Sungai Sentiong - Jl. Timah;Johar Baru;Jakarta Pusat;310.0;m;1;7.0
1;PHB Kawi Kawi Bawah;Johar Baru;Jakarta Pusat;620.0;m;1;1.0
1;PHB Kayu Awet;Johar Baru;Jakarta Pusat;300.0;m;1;12.0
1;PHB Pulo Gundul;Johar Baru;Jakarta Pusat;500.0;m;1;1.0
1;PHB Tanah Tinggi XII;Johar Baru;Jakarta Pusat;500.0;m;1;1.0
1;PHB Bala Dewa;Johar Baru;Jakarta Pusat;330.0;m;1;1.0
1;PHB Percetakan Negara II;Johar Baru;Jakarta Pusat;500.0;m;1;12.0
1;PHB Johar Baru V;Johar Baru;Jakarta Pusat;200.0;m;1;1.0
1;Sungai Utan Kayu Jl Pengayoman;Cempaka Putih;Jakarta Pusat;600.0;m;1;12.0
1;Sungai Utan Kayu Jembatan Serong;Cempaka Putih;Jakarta Pusat;400.0;m;1;12.0
1;Kali / Sungai Utan Kayu Jembatan Serong - SLTP 137;Cempaka Putih;Jakarta Pusat;950.0;m;1;12.0
1;Kali / Sungai Utan Kayu SLTP 137 - Kebun Sayur;Cempaka Putih;Jakarta Pusat;1250.0;m;1;12.0
1;Kali / Sungai Utan Kayu Jembatan Kebun Sayur - Suprapto;Cempaka Putih;Jakarta Pusat;700.0;m;1;12.0
1;Kali / Sungai Utan Kayu Suprapto cempaka baru;Cempaka Putih;Jakarta Pusat;900.0;m;1;12.0
1;Kali / Sungai Utan Kayu Cempaka Baru - Kodam;Cempaka Putih;Jakarta Pusat;900.0;m;1;12.0
1;PHB Rawa Kebo;Cempaka Putih;Jakarta Pusat;1100.0;m;1;12.0
1;PHB Mardani;Cempaka Putih;Jakarta Pusat;860.0;m;1;12.0
1;PHB Cempaka Raya;Cempaka Putih;Jakarta Pusat;600.0;m;1;12.0
1;PHB Suprapto/Bpjs;Cempaka Putih;Jakarta Pusat;1570.0;m;1;12.0
1;PHB Yatof;Cempaka Putih;Jakarta Pusat;250.0;m;1;12.0
1;PHB Cempaka Putih Indah;Cempaka Putih;Jakarta Pusat;210.0;m;1;8.937629937629938
1;PHB Cempaka Putih Barat 25;Cempaka Putih;Jakarta Pusat;220.0;m;1;8.937629937629938
1;PHB Suprapto Bea Cukai;Cempaka Putih;Jakarta Pusat;680.0;m;1;8.937629937629938
1;PHB Rawa Kerbau Cempaka Warna;Cempaka Putih;Jakarta Pusat;550.0;m;1;8.937629937629938
1;Kali / Sungai Ciliwung Ruas Veteran;Gambir;Jakarta Pusat;2000.0;m;1;12.0
1;Kali / Sungai Ciliwung Ruas Pejambon;Gambir;Jakarta Pusat;1000.0;m;1;12.0
1;Kali / Sungai Ciliwung Ruas Belakang Kemenkeu;Gambir;Jakarta Pusat;1000.0;m;1;10.934123847167326
1;Kali / Sungai Ciliwung Ruas Pintu Istiqlal;Gambir;Jakarta Pusat;700.0;m;1;12.0
1;Kali / Sungai Ciliwung Ruas jl Perwira;Gambir;Jakarta Pusat;800.0;m;1;12.0
1;Kali / Sungai Cideng Ruas Siantar;Gambir;Jakarta Pusat;900.0;m;1;12.0
1;Kali / Sungai Cideng Ruas Zainul Arifin;Gambir;Jakarta Pusat;950.0;m;1;12.0
1;Kali / Sungai Cideng Ruas Holand Bakeri;Gambir;Jakarta Pusat;950.0;m;1;12.0
1;Kali / Sungai Cideng Ruas Tarakan;Gambir;Jakarta Pusat;800.0;m;1;12.0
1;Kali / Sungai Cideng Ruas Jembatan MCDonald's;Gambir;Jakarta Pusat;1000.0;m;1;12.0
1;Kali / Sungai Cideng Ruas Pasar Thomas;Gambir;Jakarta Pusat;600.0;m;1;12.0
1;Kali / Sungai Cideng Ruas Taman Jati Baru;Gambir;Jakarta Pusat;600.0;m;1;1.0
1;Kali / Sungai Krukut Ruas Majapahit;Gambir;Jakarta Pusat;800.0;m;1;12.0
1;Kali / Sungai Krukut Ruas Merlyn Park;Gambir;Jakarta Pusat;800.0;m;1;12.0
1;Kali / Sungai Krukut Ruas Pembangunan;Gambir;Jakarta Pusat;600.0;m;1;12.0
1;Kali / Sungai Krukut Ruas Ketapang;Gambir;Jakarta Pusat;800.0;m;1;12.0
1;Kali / Sungai Duri Ruas Tanjung Selor;Gambir;Jakarta Pusat;500.0;m;1;12.0
1;Kali / Sungai Duri Ruas Rel Roxy;Gambir;Jakarta Pusat;500.0;m;1;12.0
1;Kali / Sungai Duri Ruas Pangkalan Bajaj;Gambir;Jakarta Pusat;500.0;m;1;12.0
1;Kali / Sungai BKB Ruas Kolong Flyover Tomang;Gambir;Jakarta Pusat;1500.0;m;1;10.934123847167326
1;Kali / Sungai BKB Ruas Jeling;Gambir;Jakarta Pusat;1000.0;m;1;10.934123847167326
1;Kali / Sungai BKB Ruas Setia Kawan ujung;Gambir;Jakarta Pusat;1000.0;m;1;10.934123847167326
1;PHB Citarum;Gambir;Jakarta Pusat;500.0;m;1;12.0
1;PHB Sangaji;Gambir;Jakarta Pusat;800.0;m;1;10.934123847167326
1;PHB Kesehatan;Gambir;Jakarta Pusat;700.0;m;1;12.0
1;PHB Abdul Muis;Gambir;Jakarta Pusat;1000.0;m;1;12.0
1;PHB Petojo;Gambir;Jakarta Pusat;500.0;m;1;12.0
1;PHB Budi Kemulian;Gambir;Jakarta Pusat;500.0;m;1;10.934123847167326
1;Emplasment Pompa Cideng;Gambir;Jakarta Pusat;4.0;M�;1;12.0
1;Kali / Sungai Sentiong Timah s/d Jiung;Kemayoran;Jakarta Pusat;700.0;m;1;2.0
1;Kali / Sungai Sentiong Jiung s/d P2SC;Kemayoran;Jakarta Pusat;900.0;m;1;2.0
1;Kali / Sungai Sentiong P2SC s/d Marto;Kemayoran;Jakarta Pusat;100.0;m;1;12.0
1;Kali Utan Kayu Gardu PLN;Kemayoran;Jakarta Pusat;1000.0;m;1;2.0
1;Kali Item Pintu Air Honda Ke Pom Bensin;Kemayoran;Jakarta Pusat;650.0;m;1;1.0
1;Kali Item Pom Bensin s/d Pompa Dempet;Kemayoran;Jakarta Pusat;750.0;m;1;2.0
1;Kali Item Dempet s/d Saringan;Kemayoran;Jakarta Pusat;1000.0;m;1;2.0
1;Kali Hutan Kayu Ruko ITC;Kemayoran;Jakarta Pusat;500.0;m;1;1.0
1;PHB Serdang I ( Pasar );Kemayoran;Jakarta Pusat;300.0;m;1;1.0
1;PHB Serdang II;Kemayoran;Jakarta Pusat;1000.0;m;1;1.0
1;PHB Irian;Kemayoran;Jakarta Pusat;300.0;m;1;1.0
1;PHB 54 SMK;Kemayoran;Jakarta Pusat;300.0;m;1;1.0
1;PHB Pasar Nangka;Kemayoran;Jakarta Pusat;700.0;m;1;1.0
1;PHB Serdang 7;Kemayoran;Jakarta Pusat;300.0;m;1;1.0
1;Saringan P2SC. UPK BADAN AIR;Kemayoran;Jakarta Pusat;607.1428571428571;m;1;2.0
1;Kali / Sungai Ciliwung Emplasement PA Manggarai/Ratu Harhari Kuningan;Menteng;Jakarta Pusat;3500.0;m;1;12.0
1;Kali / Sungai Ciliwung Lama Menteri Sosial / Kali Matraman;Menteng;Jakarta Pusat;1000.0;m;1;2.0
1;Kali / Sungai Ciliwung Lama RSCM - Raden Saleh / Kali Matraman;Menteng;Jakarta Pusat;1000.0;m;1;1.0
1;Kali / Sungai Pintu air ujung rel menteng tanggulang;Menteng;Jakarta Pusat;300.0;m;1;12.0
1;Kali / Sungai Keroncong Rel - Mangunsakoro;Menteng;Jakarta Pusat;700.0;m;1;1.0
1;Kali / Sungai Surabaya Ruas Bengkel - kios Barang Antik;Menteng;Jakarta Pusat;1000.0;m;1;1.0
1;Kali / Sungai Sumenep Jl Soemerejo Sumenep;Menteng;Jakarta Pusat;500.0;m;1;1.0
1;Kali / Sungai Gresik Ruas Pos Polisi - Koramil Menteng;Menteng;Jakarta Pusat;1000.0;m;1;1.0
1;PHB Probolinggo;Menteng;Jakarta Pusat;300.0;m;1;12.0
1;PHB Penataran;Menteng;Jakarta Pusat;300.0;m;1;12.0
1;PHB Ampium;Menteng;Jakarta Pusat;300.0;m;1;1.0
1;PHB Anyer;Menteng;Jakarta Pusat;400.0;m;1;12.0
1;PHB Kroncong;Menteng;Jakarta Pusat;100.0;m;1;12.0
1;Situ Lembang;Menteng;Jakarta Pusat;14.15;m�;1;12.0
1;PHB Cimandiri;Menteng;Jakarta Pusat;150.0;m;1;1.0
1;Saringan Sumenep. UPK BADAN AIR;Menteng;Jakarta Pusat;704.2766666666668;m;1;1.0
1;Kali / Sungai BKB Ciliwung Jembatan Jl Jendral Sudirman jembatan K.H Mas mansyur;Tanah Abang;Jakarta Pusat;1500.0;m;1;4.48
1;Kali / Sungai BKB Ciliwung Jembatan Jl.KH Mas Mansyur- Jembatan Merah PLN Jl.Tenaga Listrik;Tanah Abang;Jakarta Pusat;1000.0;m;1;4.48
1;kali / Sungai BKB Ciliwung Pintu Air karet;Tanah Abang;Jakarta Pusat;1000.0;m;1;4.48
1;kali / Sungai BKB Ciliwung Petamburan;Tanah Abang;Jakarta Pusat;1500.0;m;1;4.0
1;kali / Sungai BKB Ciliwung Stasiun Tanah Abang;Tanah Abang;Jakarta Pusat;1000.0;m;1;0.0
1;Kali / Sungai Cideng BI;Tanah Abang;Jakarta Pusat;1000.0;m;1;1.0
1;Kali / Sungai Cideng kraton;Tanah Abang;Jakarta Pusat;1000.0;m;1;2.24
1;Kali / Sungai Cideng Kebon Kacang Gedung jaya;Tanah Abang;Jakarta Pusat;1000.0;m;1;4.48
1;Kali / Sungai Cideng DEPAG;Tanah Abang;Jakarta Pusat;1000.0;m;1;2.24
1;Kali / Sungai Gendong Grand Indonesia/Pintu Air Kebon Kacang-Waduk Melati;Tanah Abang;Jakarta Pusat;1000.0;m;1;1.0
1;Waduk Melati WM;Tanah Abang;Jakarta Pusat;6.0;m2;1;1.0
1;Kali / Sungai Krukut Atas Wisma sudirman;Tanah Abang;Jakarta Pusat;500.0;m;1;1.0
1;Kali / Sungai Krukut Atas Apt. Batavia jl mutiara;Tanah Abang;Jakarta Pusat;500.0;m;1;1.0
1;Kali / Sungai Krukut Atas karet Pasar Baru;Tanah Abang;Jakarta Pusat;500.0;m;1;0.0
1;Kali / Sungai Krukut Atas PAM Baru Jl. Pejompongan;Tanah Abang;Jakarta Pusat;500.0;m;1;1.0
1;Kali / Sungai Ciragil Jembatan Hotel Park Royal;Tanah Abang;Jakarta Pusat;2000.0;m;1;1.0
1;Kali / sungai Krukut Bawah Tenlist;Tanah Abang;Jakarta Pusat;1500.0;m;1;1.0
1;Kali / Sungai Krukut Bawah Sabeni;Tanah Abang;Jakarta Pusat;1500.0;m;1;1.0
1;Kali / Sungai Krukut Bawah Lontar Raya;Tanah Abang;Jakarta Pusat;1500.0;m;1;1.0
1;Kali / Sungai Krukut Bawah Pasar Tanah Abang;Tanah Abang;Jakarta Pusat;1500.0;m;1;1.0
1;kali / Sungai Grogol Senayan/Senayan City;Tanah Abang;Jakarta Pusat;1500.0;m;1;1.0
1;kali / Sungai Grogol Senayan/Hotel Mulya;Tanah Abang;Jakarta Pusat;1500.0;m;1;2.24
1;PHB Wisma Darmala jl. Jend Sudirman;Tanah Abang;Jakarta Pusat;700.0;m;1;2.24
1;PHB Abdul Jalil;Tanah Abang;Jakarta Pusat;12000.0;m;1;2.24
1;PHB Kampung Bali;Tanah Abang;Jakarta Pusat;2000.0;m;1;4.48
1;PHB Petamburan;Tanah Abang;Jakarta Pusat;1500.0;m;1;4.48
1;PHB Danau Poso;Tanah Abang;Jakarta Pusat;1500.0;m;1;2.24
1;PHB Fahrudin;Tanah Abang;Jakarta Pusat;900.0;m;1;2.24
1;PHB Jati Baru;Tanah Abang;Jakarta Pusat;1500.0;m;1;2.24
1;Kali / Sungai Ciliwung Gunung Sahari Jembatan Merah;Sawah Besar;Jakarta Pusat;600.0;m;1;12.0
1;Kali / Sungai Ciliwung Gunung Sahari Jl. Suratmo;Sawah Besar;Jakarta Pusat;1500.0;m;1;12.0
1;Kali / Sungai Anak Ciliwung Jl. Mangga Besar XIII;Sawah Besar;Jakarta Pusat;1000.0;m;1;0.0
1;Kali / Sungai Ciliwung Kota Pecenongan;Sawah Besar;Jakarta Pusat;300.0;m;1;0.0
1;Kali / Sungai Ciliwung Ps. Baru Yasbum;Sawah Besar;Jakarta Pusat;500.0;m;1;0.0
1;Kali / Sungai Ciliwung Jl. Antara - Pasar Baru Selatan Ps. Baru Jl. Antara;Sawah Besar;Jakarta Pusat;600.0;m;1;12.0
1;Kali / Sungai Ciliwung Kota Jl. Hayam Wuruk;Sawah Besar;Jakarta Pusat;300.0;m;1;0.0
1;Kali / Sungai Ciliwung Ps. Baru Golden Truly;Sawah Besar;Jakarta Pusat;400.0;m;1;12.0
1;Kali / Sungai Ciliwung Kota Jl. Ir. Juanda;Sawah Besar;Jakarta Pusat;300.0;m;1;12.0
1;Kali / Sungai Ciliwung Pangeran Jayakarta;Sawah Besar;Jakarta Pusat;600.0;m;1;12.0
1;PHB Rajawali Selatan;Sawah Besar;Jakarta Pusat;300.0;m;1;0.0
1;PHB Mangga Dua Abdad;Sawah Besar;Jakarta Pusat;400.0;m;1;0.0
1;PHB Mangga Dua Dalam;Sawah Besar;Jakarta Pusat;500.0;m;1;0.0
1;PHB Industri;Sawah Besar;Jakarta Pusat;200.0;m;1;0.0
1;PHB Panca Warna;Sawah Besar;Jakarta Pusat;500.0;m;1;12.0
1;PHB Dwi Warna;Sawah Besar;Jakarta Pusat;300.0;m;1;0.0
1;PHB Gunung Sahari 7A;Sawah Besar;Jakarta Pusat;200.0;m;1;0.0
1;PHB Kartini V;Sawah Besar;Jakarta Pusat;300.0;m;1;12.0
1;Kali Ciliwung Raden Saleh;Senen;Jakarta Pusat;1000.0;m;1;1.0
1;Kali Ciliwung Ruas Toko Gunung Agung/Kwitang;Senen;Jakarta Pusat;1000.0;m;1;2.0
1;Kali Ciliwung Ruas Kali Pasir;Senen;Jakarta Pusat;1000.0;m;1;1.0
1;Kali Sentiong samping BSI;Senen;Jakarta Pusat;1000.0;m;1;1.0
1;Kali Sentiong H. Murtado;Senen;Jakarta Pusat;1000.0;m;1;0.0
1;Kali / Sungai Sentiong - Paseban Timur;Senen;Jakarta Pusat;1500.0;m;1;1.0
1;Kali Lio;Senen;Jakarta Pusat;2000.0;m;1;12.0
1;PHB Kembang Pacar;Senen;Jakarta Pusat;2000.0;m;1;0.0
1;PHB Kembang Raya;Senen;Jakarta Pusat;2000.0;m;1;0.0
1;PHB Sedap Malam;Senen;Jakarta Pusat;2000.0;m;1;0.0
1;PHB Pal Putih;Senen;Jakarta Pusat;2000.0;m;1;0.0
1;PHB Pramuka;Senen;Jakarta Pusat;2000.0;m;1;0.0
1;PHB Perapatan Senen;Senen;Jakarta Pusat;2000.0;m;1;0.0
1;PHB Raden Saleh;Senen;Jakarta Pusat;2500.0;m;1;12.0
1;PHB Kwini;Senen;Jakarta Pusat;2000.0;m;1;0.0
1;PHB Wahidin;Senen;Jakarta Pusat;2000.0;m;1;0.0
1;PHB Kali Baru Timur;Senen;Jakarta Pusat;2000.0;m;1;0.0
1;Kali BKT Marunda Pintu Air Sekatan 1;Cilincing;Jakarta Utara;24472.666666666668;m;1;6.0
1;Kali BKT Marunda Pintu Air Sekatan 2;Cilincing;Jakarta Utara;24472.666666666668;m;1;6.0
1;Kali Cakung Drain Sekatan 1;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Cakung Drain Sekatan 2;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Muara Cakung Drain;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Bangleo Kelurahan Kali Baru;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Sengkang Kel. Kali Baru;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Sepatan;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Gendong Ruas Rawa Malang;Cilincing;Jakarta Utara;36800.0;m;1;4.0
1;Kali Gendong belakang TPU Budidarma;Cilincing;Jakarta Utara;36617.0;m;1;0.0
1;Kali Gendong SDN 07;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Gendong Pintu Air Bulak Cabe;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Blencong Jl.Raya Cacing - Budi Darma;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Bangleo Jl.Baru Tanah Merdeka - Saringan Arah Laut;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Cakung Lama Orchad;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Cakung Lama Griya Lestari;Cilincing;Jakarta Utara;24472.666666666668;m;1;4.0
1;Kali Cakung Lama Bambuan;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Jalan Baru Kel. Kali Baru;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Tanah Merdeka;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Gang Sate;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Dewa Ruci;Cilincing;Jakarta Utara;24472.666666666668;m;1;4.0
1;PHB Akses Cilincing Raya/Dewa Kembar;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Pos 5;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Sungai Begog;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Pedongkelan;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Akses Marunda;Cilincing;Jakarta Utara;1.0;Ha;1;0.0
1;PHB KBN Bulog Aliran PT Komatsu;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Depan KBN Bulog Akses Cacing Raya;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Cacing Raya Aliran Sukapura;Cilincing;Jakarta Utara;24472.666666666668;m;1;4.0
1;PHB Gubuk Genteng;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Yon Air;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Progo;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Armada Cakung Lama Kel. Sukapura;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Betik;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Pintu Dua Pegangsaan Kel. Sukapura;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Srengseng Kampung Kurus Semper Barat;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Serengseng Gereja Tugu Kel. Semper Barat;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Pintu Air KBN Terusan Ak Cacing Raya;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Kelurahan Cilincing;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Serengseng Belakang Gereja HKI Akses Cacing Raya Kel. Semper Barat;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Green Garden;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Sungai Kendal;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Sarang Bango;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Marunda Baru;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB KBN Marunda;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Regeh Marunda;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Bendungan Marunda;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB KBN Marunda Pos 5;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB H. Tomplek;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Karang Tengah;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Babek TNI;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Bambu Kuning;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Danau Griya Lestari;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Kampung Kandang;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Akses Marunda Semper Timur;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Taruna Kel. Sukapura;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Irigasi 1;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Irigasi 2;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Irigasi 3;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali BKT Marunda Muara Kali Poncol;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Kampung Rawa Malang Kel. Semper Timur;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Bea Cukai Kel. Sukapura;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Srengseng Jembatan SMP 231 Kel. Semper Barat;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Sepatan Akses Cacing Raya Kel. Rorotan;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Kebantenan;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Pure Dewaruci Kel. Semper Barat;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Gang Macan Kel. Kalibaru;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Gubug Genteng Kampung Kandang;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Gading Griya Lestari Kel. Sukapura;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Progo Belakang Rumah Sakit Dinas LH Kel. Semper Barat;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Jl Bakti V Kel. Cilincing;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Grandong Jl Bakti VI Samping Kantor Kel. Cilincing;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Rorotan Kandang Sapi Kel. Rorotan;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Gendong Rusun Cilincing;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Kali Gendong Kampung Sawah;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Cabang 4;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB ARMAIN;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB NAGRAK RUSUN;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Alwathoniyah Kel. Rorotan;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB KARANG ANYAR;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Samping SMP 200 Rorotan;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;PHB Green Garden Samping Rusun Padat Karya;Cilincing;Jakarta Utara;24472.666666666668;m;1;0.0
1;Waduk Kodamar;Kelapa Gading;Jakarta Utara;8.0;Ha;1;0.0
1;Kali Sunter MOI;Kelapa Gading;Jakarta Utara;8.0;m;1;4.0
1;Kali Sunter Depan Kodamar;Kelapa Gading;Jakarta Utara;8.0;m;1;2.0
1;Kali Sunter Pintu Air 8;Kelapa Gading;Jakarta Utara;8.0;m;1;2.0
1;Kali Sunter Printis (Jembatan Goro);Kelapa Gading;Jakarta Utara;8.0;m;1;2.0
1;Kali Sunter Lantamal;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;Kali Gading Kirana;Kelapa Gading;Jakarta Utara;8.0;m;1;2.0
1;PHB Kirana Utara;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Mediterania;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB BGR (Pistol Silang);Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Taman Pegangsaan II (TPI);Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Perumahan ARCADIA;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Balai Samudera/Saringan;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Grande Pintu 2;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Don Bosco;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Flay Over Kelapa Gading Depan TPI;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Hyper Mart;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Kelapa Lilin;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Sunter Perintis Pospol;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Sunter Perintis Saringan;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Komplek Perumahan Gading Residence;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Pos Pomal Kel. Kelapa Gading Barat;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Kali Betik RW 017. Kel. Pegangsaan Dua;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB RW 018 Aliran Kali Betik Kel. Pegangsaan Dua;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Arcadia Kelapa Puan Kel.Pegangsaan Dua;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Kelapa Puan RW 12 Perumahan Arcadia;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Kali Gendong Bypass Depan Komplek;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Warung Jengkol Kel.Pegangsaan Dua;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;Kali Sunter Perintis Pompa Ria Rio;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;Kali Jembatan Mesjid Lantamal;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Mawar Saron;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Saringan IKIP;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Depan Gereja Yakobus;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Kepu Kel. Pegangsaan Dua;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Pondok Gading Rw 16 Kel. Pegangsaan Dua;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Janur Elok;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
1;PHB Tarian Raya Perbatasan Antara Kel. Kelapa Gading Timur dan Pegangsaan Dua;Kelapa Gading;Jakarta Utara;8.0;m;1;3.0
1;PHB Asri Kel. Kelapa Gading Barat Kec. Kelapa Gading;Kelapa Gading;Jakarta Utara;8.0;m;1;0.0
